Date,TSLA,BND,SPY
2021-11-12,344.47332763671875,73.13616180419922,438.1239929199219
2021-11-15,337.7966613769531,72.83563995361328,438.2740173339844
2021-11-16,351.57666015625,72.78414154052734,440.00860595703125
2021-11-17,363.0033264160156,72.93868255615234,438.9397277832031
2021-11-18,365.4599914550781,73.02452850341797,440.4306335449219
2021-11-19,379.0199890136719,73.17911529541016,439.6430358886719
2021-11-22,385.6233215332031,72.81849670410156,438.4053955078125
2021-11-23,369.6766662597656,72.52654266357422,438.9867248535156
2021-11-24,372.0,72.6982650756836,440.15869140625
2021-11-25,372.0,72.6982650756836,440.15869140625
2021-11-26,360.6400146484375,73.21343231201172,430.34173583984375
2021-11-29,378.9966735839844,73.20484924316406,435.62060546875
2021-11-30,381.586669921875,73.34223175048828,427.1443786621094
2021-12-01,365.0,73.38954162597656,422.4000244140625
2021-12-02,361.5333251953125,73.39812469482422,428.8696594238281
2021-12-03,338.3233337402344,73.6819076538086,425.137939453125
2021-12-06,336.336669921875,73.48414611816406,430.1729431152344
2021-12-07,350.5833435058594,73.32073211669922,439.0710754394531
2021-12-08,356.32000732421875,73.0971450805664,440.2336730957031
2021-12-09,334.6000061035156,73.13153076171875,437.2614440917969
2021-12-10,339.010009765625,73.1573486328125,441.37762451171875
2021-12-13,322.13665771484375,73.40670013427734,437.46771240234375
2021-12-14,319.5033264160156,73.28636932373047,434.4578857421875
2021-12-15,325.3299865722656,73.19174194335938,441.2463073730469
2021-12-16,308.97332763671875,73.28636932373047,437.355224609375
2021-12-17,310.8566589355469,73.41532897949219,432.700439453125
2021-12-20,299.9800109863281,73.29495239257812,428.09942626953125
2021-12-21,312.84332275390625,73.2175521850586,435.7019958496094
2021-12-22,336.2900085449219,73.29495239257812,440.058349609375
2021-12-23,355.6666564941406,73.18364715576172,442.7965393066406
2021-12-24,355.6666564941406,73.18364715576172,442.7965393066406
2021-12-27,364.64666748046875,73.21815490722656,449.06298828125
2021-12-28,362.8233337402344,73.20952606201172,448.696044921875
2021-12-29,362.0633239746094,72.96795654296875,449.27008056640625
2021-12-30,356.7799987792969,73.13189697265625,448.0280456542969
2021-12-31,352.260009765625,73.1146469116211,446.8989562988281
2022-01-03,399.9266662597656,72.62290954589844,449.4864501953125
2022-01-04,383.1966552734375,72.61426544189453,449.33587646484375
2022-01-05,362.7066650390625,72.36405944824219,440.70770263671875
2022-01-06,354.8999938964844,72.28644561767578,440.2936706542969
2022-01-07,342.32000732421875,72.0879898071289,438.5529479980469
2022-01-10,352.7066650390625,72.02761840820312,438.00726318359375
2022-01-11,354.79998779296875,72.1742935180664,441.9967346191406
2022-01-12,368.739990234375,72.14838409423828,443.19171142578125
2022-01-13,343.85333251953125,72.26913452148438,437.08514404296875
2022-01-14,349.8699951171875,71.8722915649414,437.2639465332031
2022-01-17,349.8699951171875,71.8722915649414,437.2639465332031
2022-01-18,343.5033264160156,71.42372131347656,429.5202331542969
2022-01-19,331.8833312988281,71.59624481201172,425.06024169921875
2022-01-20,332.0899963378906,71.67389678955078,420.3555908203125
2022-01-21,314.6333312988281,71.94131469726562,412.1037292480469
2022-01-24,310.0,71.82918548583984,413.8538513183594
2022-01-25,306.1333312988281,71.73426818847656,408.8011474609375
2022-01-26,312.4700012207031,71.33745574951172,407.7755432128906
2022-01-27,276.3666687011719,71.57035827636719,405.76190185546875
2022-01-28,282.1166687011719,71.65663146972656,415.83917236328125
2022-01-31,312.239990234375,71.60488891601562,423.3289489746094
2022-02-01,310.4166564941406,71.57638549804688,426.1893005371094
2022-02-02,301.88665771484375,71.68006134033203,430.3293762207031
2022-02-03,297.0466613769531,71.37761688232422,420.2144775390625
2022-02-04,307.7733459472656,70.9369125366211,422.19036865234375
2022-02-07,302.4466552734375,70.99740600585938,420.8355712890625
2022-02-08,307.3333435058594,70.76408386230469,424.2980651855469
2022-02-09,310.6666564941406,70.8159408569336,430.50811767578125
2022-02-10,301.51666259765625,70.16781616210938,422.7737121582031
2022-02-11,286.6666564941406,70.6258316040039,414.4371643066406
2022-02-14,291.9200134277344,70.22832489013672,413.0823059082031
2022-02-15,307.4766540527344,70.08142852783203,419.74407958984375
2022-02-16,307.7966613769531,70.1764907836914,420.2144775390625
2022-02-17,292.1166687011719,70.33203125,411.238037109375
2022-02-18,285.6600036621094,70.45301055908203,408.57525634765625
2022-02-21,285.6600036621094,70.45301055908203,408.57525634765625
2022-02-22,273.84332275390625,70.4097900390625,404.1905212402344
2022-02-23,254.67999267578125,70.05550384521484,397.0207824707031
2022-02-24,266.92333984375,70.21105194091797,402.9955749511719
2022-02-25,269.9566650390625,70.27153015136719,411.8873291015625
2022-02-28,290.1433410644531,70.79003143310547,410.83349609375
2022-03-01,288.1233215332031,71.16130065917969,404.576416015625
2022-03-02,293.2966613769531,70.28719329833984,412.0190734863281
2022-03-03,279.7633361816406,70.59872436523438,409.96783447265625
2022-03-04,279.42999267578125,70.84972381591797,406.6370544433594
2022-03-07,268.1933288574219,70.5035400390625,394.6496887207031
2022-03-08,274.79998779296875,70.17466735839844,391.6575927734375
2022-03-09,286.3233337402344,69.98420715332031,402.1581726074219
2022-03-10,279.4333190917969,69.61206817626953,400.34228515625
2022-03-11,265.1166687011719,69.56010437011719,395.2518615722656
2022-03-14,255.4566650390625,68.9196548461914,392.3633117675781
2022-03-15,267.2966613769531,69.03218841552734,400.991455078125
2022-03-16,280.07666015625,69.13603210449219,409.8831787109375
2022-03-17,290.5333251953125,69.19660949707031,415.0112609863281
2022-03-18,301.7966613769531,69.39568328857422,419.55670166015625
2022-03-21,307.0533447265625,68.68597412109375,419.4339904785156
2022-03-22,331.32666015625,68.51287078857422,424.3419494628906
2022-03-23,333.03668212890625,68.82444763183594,418.87713623046875
2022-03-24,337.97332763671875,68.73789978027344,425.1913757324219
2022-03-25,336.8800048828125,68.132080078125,427.2678527832031
2022-03-28,363.9466552734375,68.33111572265625,430.30712890625
2022-03-29,366.5233459472656,68.634033203125,435.63037109375
2022-03-30,364.663330078125,68.78984069824219,432.9404296875
2022-03-31,359.20001220703125,68.84174346923828,426.2769470214844
2022-04-01,361.5299987792969,68.69254302978516,427.4850769042969
2022-04-04,381.8166809082031,68.74461364746094,431.1470947265625
2022-04-05,363.7533264160156,68.05044555664062,425.70111083984375
2022-04-06,348.586669921875,67.84223175048828,421.4443664550781
2022-04-07,352.4200134277344,67.703369140625,423.5680236816406
2022-04-08,341.8299865722656,67.3389892578125,422.4354553222656
2022-04-11,325.30999755859375,67.02661895751953,415.215087890625
2022-04-12,328.98333740234375,67.24353790283203,413.67657470703125
2022-04-13,340.7900085449219,67.32160949707031,418.4147033691406
2022-04-14,328.3333435058594,66.8617935180664,413.2046813964844
2022-04-15,328.3333435058594,66.8617935180664,413.2046813964844
